Accident_ID,Date,Day_of_Week,Time,City,Vehicle_Type,Road_Condition,Weather,Light_Condition,Cause,Accident_Severity
464,20-01-2023 07:00,Tuesday,Afternoon,Delhi,Auto,Snow,Foggy,Dark - Street Light,Signal Jump,Minor
465,20-01-2023 08:00,Monday,Afternoon,Bangalore,Bus,Wet,Storm,Dark - No Light,Drunk Driving,Serious
466,20-01-2023 09:00,Friday,Night,Mumbai,Truck,Dry,Rainy,Dark - Street Light,Signal Jump,Serious
467,20-01-2023 10:00,Thursday,Night,Mumbai,Truck,Dry,Storm,Daylight,Overspeed,Minor
468,20-01-2023 11:00,Tuesday,Morning,Mumbai,Truck,Dry,Foggy,Dark - Street Light,Wrong Turn,Minor
469,20-01-2023 12:00,Sunday,Afternoon,Pune,Truck,Damaged,Foggy,Daylight,Drunk Driving,Fatal
470,20-01-2023 13:00,Monday,Afternoon,Kolkata,Cycle,Snow,Storm,Daylight,Mechanical Failure,Minor
471,20-01-2023 14:00,Thursday,Night,Pune,Truck,Dry,Foggy,Dark - Street Light,Overspeed,Minor
472,20-01-2023 15:00,Friday,Evening,Chennai,Auto,Dry,Clear,Dark - Street Light,Drunk Driving,Fatal
473,20-01-2023 16:00,Thursday,Afternoon,Mumbai,Bus,Dry,Storm,Daylight,Overspeed,Minor
474,20-01-2023 17:00,Monday,Evening,Delhi,Cycle,Snow,Rainy,Dark - No Light,Mechanical Failure,Minor
475,20-01-2023 18:00,Saturday,Night,Bangalore,Truck,Damaged,Storm,Daylight,Drunk Driving,Fatal
476,20-01-2023 19:00,Saturday,Night,Kolkata,Bike,Wet,Clear,Dark - Street Light,Mechanical Failure,Minor
477,20-01-2023 20:00,Thursday,Morning,Hyderabad,Bike,Damaged,Clear,Dark - Street Light,Signal Jump,Minor
478,20-01-2023 21:00,Wednesday,Afternoon,Delhi,Bus,Dry,Clear,Dark - No Light,Mechanical Failure,Fatal
479,20-01-2023 22:00,Sunday,Evening,Kolkata,Car,Damaged,Clear,Daylight,Signal Jump,Fatal
480,20-01-2023 23:00,Sunday,Morning,Pune,Car,Damaged,Clear,Daylight,Drunk Driving,Serious
481,21-01-2023 00:00,Thursday,Afternoon,Pune,Cycle,Wet,Rainy,Daylight,Signal Jump,Minor
482,21-01-2023 01:00,Tuesday,Morning,Delhi,Cycle,Snow,Foggy,Dark - Street Light,Drunk Driving,Serious
483,21-01-2023 02:00,Tuesday,Night,Pune,Cycle,Snow,Clear,Daylight,Drunk Driving,Serious
484,21-01-2023 03:00,Sunday,Afternoon,Mumbai,Car,Damaged,Clear,Dark - No Light,Wrong Turn,Fatal
485,21-01-2023 04:00,Sunday,Morning,Chennai,Bike,Damaged,Storm,Dark - Street Light,Drunk Driving,Minor
486,21-01-2023 05:00,Saturday,Morning,Bangalore,Car,Snow,Rainy,Dark - Street Light,Signal Jump,Minor
487,21-01-2023 06:00,Wednesday,Evening,Chennai,Auto,Snow,Rainy,Daylight,Wrong Turn,Fatal
488,21-01-2023 07:00,Monday,Morning,Kolkata,Truck,Wet,Foggy,Dark - No Light,Wrong Turn,Serious
489,21-01-2023 08:00,Tuesday,Afternoon,Bangalore,Cycle,Dry,Rainy,Dark - Street Light,Drunk Driving,Fatal
490,21-01-2023 09:00,Sunday,Afternoon,Bangalore,Bike,Damaged,Storm,Dark - Street Light,Mechanical Failure,Minor
491,21-01-2023 10:00,Saturday,Evening,Chennai,Bus,Snow,Storm,Daylight,Mechanical Failure,Fatal
492,21-01-2023 11:00,Friday,Afternoon,Delhi,Bus,Damaged,Foggy,Daylight,Wrong Turn,Minor
493,21-01-2023 12:00,Saturday,Night,Bangalore,Truck,Damaged,Storm,Dark - No Light,Drunk Driving,Serious
494,21-01-2023 13:00,Tuesday,Afternoon,Chennai,Bike,Snow,Clear,Daylight,Mechanical Failure,Minor
495,21-01-2023 14:00,Tuesday,Afternoon,Bangalore,Car,Wet,Clear,Dark - No Light,Drunk Driving,Serious
496,21-01-2023 15:00,Saturday,Morning,Hyderabad,Car,Damaged,Storm,Dark - Street Light,Drunk Driving,Serious
497,21-01-2023 16:00,Monday,Morning,Delhi,Auto,Wet,Foggy,Dark - No Light,Wrong Turn,Minor
498,21-01-2023 17:00,Thursday,Afternoon,Mumbai,Auto,Snow,Rainy,Dark - No Light,Wrong Turn,Minor
499,21-01-2023 18:00,Tuesday,Evening,Bangalore,Car,Dry,Foggy,Dark - No Light,Overspeed,Serious
500,21-01-2023 19:00,Saturday,Morning,Hyderabad,Bus,Dry,Rainy,Dark - Street Light,Mechanical Failure,Fatal
501,21-01-2023 20:00,Sunday,Evening,Mumbai,Cycle,Damaged,Storm,Daylight,Mechanical Failure,Minor
502,21-01-2023 21:00,Saturday,Afternoon,Mumbai,Bus,Snow,Storm,Dark - Street Light,Mechanical Failure,Serious
503,21-01-2023 22:00,Wednesday,Afternoon,Kolkata,Auto,Wet,Clear,Daylight,Signal Jump,Serious
504,21-01-2023 23:00,Thursday,Night,Bangalore,Truck,Damaged,Rainy,Dark - No Light,Drunk Driving,Fatal
505,22-01-2023 00:00,Friday,Morning,Chennai,Car,Snow,Foggy,Dark - No Light,Wrong Turn,Minor
506,22-01-2023 01:00,Monday,Afternoon,Bangalore,Auto,Snow,Storm,Dark - No Light,Mechanical Failure,Serious
507,22-01-2023 02:00,Friday,Night,Hyderabad,Auto,Wet,Foggy,Dark - No Light,Overspeed,Fatal
508,22-01-2023 03:00,Thursday,Morning,Mumbai,Cycle,Damaged,Clear,Dark - No Light,Mechanical Failure,Serious
509,22-01-2023 04:00,Thursday,Afternoon,Bangalore,Car,Snow,Rainy,Daylight,Drunk Driving,Minor
510,22-01-2023 05:00,Thursday,Afternoon,Chennai,Cycle,Snow,Rainy,Daylight,Drunk Driving,Fatal
511,22-01-2023 06:00,Friday,Morning,Kolkata,Car,Snow,Storm,Dark - No Light,Wrong Turn,Serious
512,22-01-2023 07:00,Sunday,Morning,Bangalore,Cycle,Wet,Rainy,Dark - Street Light,Signal Jump,Fatal
513,22-01-2023 08:00,Thursday,Morning,Delhi,Bus,Damaged,Storm,Dark - Street Light,Wrong Turn,Minor
514,22-01-2023 09:00,Saturday,Afternoon,Kolkata,Truck,Damaged,Clear,Dark - No Light,Mechanical Failure,Fatal
515,22-01-2023 10:00,Friday,Afternoon,Chennai,Truck,Damaged,Rainy,Daylight,Overspeed,Minor
516,22-01-2023 11:00,Thursday,Night,Hyderabad,Car,Damaged,Storm,Dark - Street Light,Wrong Turn,Serious
517,22-01-2023 12:00,Saturday,Evening,Mumbai,Bike,Dry,Foggy,Dark - Street Light,Signal Jump,Minor
518,22-01-2023 13:00,Sunday,Morning,Bangalore,Auto,Dry,Storm,Dark - Street Light,Wrong Turn,Serious
519,22-01-2023 14:00,Wednesday,Afternoon,Chennai,Auto,Damaged,Rainy,Dark - No Light,Drunk Driving,Serious
520,22-01-2023 15:00,Sunday,Afternoon,Kolkata,Car,Wet,Clear,Dark - Street Light,Mechanical Failure,Minor
521,22-01-2023 16:00,Thursday,Morning,Delhi,Cycle,Dry,Rainy,Dark - Street Light,Mechanical Failure,Serious
522,22-01-2023 17:00,Friday,Evening,Chennai,Bike,Snow,Rainy,Dark - Street Light,Mechanical Failure,Fatal
523,22-01-2023 18:00,Tuesday,Morning,Pune,Bus,Dry,Storm,Dark - Street Light,Mechanical Failure,Serious
524,22-01-2023 19:00,Thursday,Evening,Delhi,Cycle,Snow,Foggy,Daylight,Mechanical Failure,Minor
525,22-01-2023 20:00,Tuesday,Afternoon,Kolkata,Cycle,Damaged,Rainy,Dark - No Light,Mechanical Failure,Fatal
526,22-01-2023 21:00,Saturday,Evening,Hyderabad,Car,Dry,Foggy,Dark - No Light,Overspeed,Fatal
527,22-01-2023 22:00,Wednesday,Night,Mumbai,Car,Wet,Storm,Daylight,Signal Jump,Serious
528,22-01-2023 23:00,Monday,Afternoon,Kolkata,Auto,Dry,Foggy,Daylight,Mechanical Failure,Serious
529,23-01-2023 00:00,Sunday,Night,Hyderabad,Car,Dry,Storm,Dark - No Light,Signal Jump,Minor
530,23-01-2023 01:00,Wednesday,Morning,Bangalore,Car,Dry,Clear,Dark - Street Light,Mechanical Failure,Fatal
531,23-01-2023 02:00,Thursday,Morning,Chennai,Car,Damaged,Foggy,Dark - Street Light,Wrong Turn,Minor
532,23-01-2023 03:00,Tuesday,Morning,Pune,Auto,Wet,Foggy,Dark - No Light,Mechanical Failure,Serious
533,23-01-2023 04:00,Sunday,Evening,Delhi,Bus,Dry,Clear,Dark - Street Light,Drunk Driving,Fatal
534,23-01-2023 05:00,Tuesday,Afternoon,Delhi,Bus,Wet,Foggy,Daylight,Overspeed,Minor
535,23-01-2023 06:00,Friday,Morning,Chennai,Car,Damaged,Clear,Dark - Street Light,Wrong Turn,Minor
536,23-01-2023 07:00,Tuesday,Morning,Pune,Auto,Snow,Rainy,Dark - Street Light,Wrong Turn,Minor
537,23-01-2023 08:00,Friday,Afternoon,Chennai,Bus,Dry,Storm,Dark - Street Light,Drunk Driving,Minor
538,23-01-2023 09:00,Saturday,Morning,Bangalore,Cycle,Wet,Clear,Dark - No Light,Mechanical Failure,Minor
539,23-01-2023 10:00,Sunday,Night,Hyderabad,Bus,Wet,Foggy,Daylight,Overspeed,Fatal
540,23-01-2023 11:00,Sunday,Afternoon,Kolkata,Bus,Damaged,Clear,Dark - Street Light,Wrong Turn,Minor
541,23-01-2023 12:00,Monday,Afternoon,Delhi,Auto,Dry,Foggy,Dark - No Light,Overspeed,Fatal
542,23-01-2023 13:00,Thursday,Afternoon,Bangalore,Cycle,Snow,Rainy,Dark - Street Light,Wrong Turn,Minor
543,23-01-2023 14:00,Friday,Night,Hyderabad,Auto,Wet,Clear,Daylight,Mechanical Failure,Serious
544,23-01-2023 15:00,Monday,Afternoon,Bangalore,Car,Dry,Rainy,Dark - Street Light,Wrong Turn,Serious
545,23-01-2023 16:00,Tuesday,Night,Pune,Truck,Snow,Storm,Daylight,Wrong Turn,Minor
546,23-01-2023 17:00,Tuesday,Afternoon,Delhi,Bus,Wet,Foggy,Dark - Street Light,Signal Jump,Serious
547,23-01-2023 18:00,Monday,Evening,Kolkata,Truck,Wet,Foggy,Daylight,Mechanical Failure,Fatal
548,23-01-2023 19:00,Sunday,Morning,Chennai,Auto,Snow,Rainy,Dark - Street Light,Drunk Driving,Minor
549,23-01-2023 20:00,Tuesday,Evening,Chennai,Auto,Snow,Storm,Daylight,Drunk Driving,Fatal
550,23-01-2023 21:00,Saturday,Morning,Hyderabad,Auto,Damaged,Clear,Dark - Street Light,Mechanical Failure,Minor
551,23-01-2023 22:00,Saturday,Night,Kolkata,Truck,Dry,Clear,Dark - Street Light,Drunk Driving,Serious
552,23-01-2023 23:00,Monday,Evening,Mumbai,Auto,Dry,Foggy,Dark - No Light,Mechanical Failure,Fatal
553,24-01-2023 00:00,Friday,Afternoon,Pune,Car,Damaged,Rainy,Dark - No Light,Drunk Driving,Serious
554,24-01-2023 01:00,Friday,Morning,Hyderabad,Auto,Wet,Rainy,Daylight,Signal Jump,Serious
555,24-01-2023 02:00,Monday,Morning,Mumbai,Bike,Snow,Clear,Dark - Street Light,Drunk Driving,Minor
556,24-01-2023 03:00,Friday,Evening,Bangalore,Truck,Snow,Storm,Daylight,Wrong Turn,Fatal
557,24-01-2023 04:00,Sunday,Night,Pune,Bike,Snow,Storm,Dark - No Light,Mechanical Failure,Serious
558,24-01-2023 05:00,Sunday,Evening,Bangalore,Auto,Wet,Clear,Daylight,Overspeed,Minor
559,24-01-2023 06:00,Friday,Night,Kolkata,Car,Snow,Clear,Daylight,Overspeed,Minor
560,24-01-2023 07:00,Saturday,Night,Delhi,Bus,Snow,Rainy,Dark - No Light,Mechanical Failure,Minor
561,24-01-2023 08:00,Friday,Morning,Pune,Cycle,Damaged,Storm,Dark - Street Light,Signal Jump,Serious
562,24-01-2023 09:00,Sunday,Evening,Mumbai,Cycle,Wet,Clear,Daylight,Drunk Driving,Minor
563,24-01-2023 10:00,Wednesday,Evening,Delhi,Auto,Dry,Clear,Dark - No Light,Signal Jump,Fatal
564,24-01-2023 11:00,Thursday,Night,Chennai,Car,Damaged,Foggy,Dark - Street Light,Overspeed,Fatal
565,24-01-2023 12:00,Tuesday,Evening,Mumbai,Truck,Damaged,Clear,Dark - No Light,Mechanical Failure,Serious
566,24-01-2023 13:00,Wednesday,Afternoon,Hyderabad,Bike,Dry,Clear,Daylight,Mechanical Failure,Fatal
567,24-01-2023 14:00,Friday,Afternoon,Chennai,Bike,Damaged,Storm,Dark - Street Light,Signal Jump,Minor
568,24-01-2023 15:00,Saturday,Evening,Chennai,Bike,Wet,Rainy,Dark - Street Light,Signal Jump,Serious
569,24-01-2023 16:00,Monday,Evening,Hyderabad,Truck,Snow,Storm,Dark - No Light,Drunk Driving,Minor
570,24-01-2023 17:00,Friday,Night,Pune,Cycle,Wet,Rainy,Dark - No Light,Wrong Turn,Serious
571,24-01-2023 18:00,Saturday,Afternoon,Chennai,Car,Dry,Foggy,Dark - No Light,Wrong Turn,Serious
572,24-01-2023 19:00,Thursday,Afternoon,Kolkata,Truck,Dry,Clear,Dark - Street Light,Drunk Driving,Minor
573,24-01-2023 20:00,Friday,Morning,Mumbai,Bike,Damaged,Foggy,Dark - Street Light,Wrong Turn,Fatal
574,24-01-2023 21:00,Sunday,Night,Delhi,Auto,Wet,Rainy,Daylight,Overspeed,Fatal
575,24-01-2023 22:00,Monday,Morning,Chennai,Bus,Wet,Storm,Dark - Street Light,Wrong Turn,Serious
576,24-01-2023 23:00,Saturday,Afternoon,Mumbai,Truck,Dry,Storm,Daylight,Drunk Driving,Minor
577,25-01-2023 00:00,Saturday,Night,Bangalore,Truck,Wet,Foggy,Dark - No Light,Wrong Turn,Minor
578,25-01-2023 01:00,Saturday,Evening,Mumbai,Car,Dry,Rainy,Dark - No Light,Mechanical Failure,Serious
579,25-01-2023 02:00,Thursday,Night,Delhi,Car,Wet,Foggy,Dark - Street Light,Signal Jump,Fatal
580,25-01-2023 03:00,Friday,Evening,Mumbai,Truck,Wet,Foggy,Dark - No Light,Overspeed,Minor
581,25-01-2023 04:00,Thursday,Evening,Hyderabad,Bike,Wet,Clear,Dark - No Light,Mechanical Failure,Fatal
582,25-01-2023 05:00,Tuesday,Night,Delhi,Bus,Dry,Foggy,Dark - Street Light,Mechanical Failure,Fatal
583,25-01-2023 06:00,Tuesday,Evening,Pune,Car,Damaged,Clear,Daylight,Drunk Driving,Serious
584,25-01-2023 07:00,Friday,Morning,Bangalore,Bike,Wet,Clear,Dark - Street Light,Signal Jump,Serious
585,25-01-2023 08:00,Sunday,Afternoon,Hyderabad,Auto,Dry,Storm,Daylight,Signal Jump,Fatal
586,25-01-2023 09:00,Thursday,Evening,Pune,Car,Dry,Clear,Dark - Street Light,Overspeed,Minor
587,25-01-2023 10:00,Monday,Morning,Mumbai,Bike,Wet,Clear,Dark - Street Light,Drunk Driving,Minor
588,25-01-2023 11:00,Saturday,Evening,Delhi,Bike,Wet,Storm,Dark - No Light,Overspeed,Serious
589,25-01-2023 12:00,Saturday,Afternoon,Bangalore,Bus,Damaged,Foggy,Dark - Street Light,Wrong Turn,Fatal
590,25-01-2023 13:00,Friday,Morning,Hyderabad,Bus,Dry,Rainy,Dark - Street Light,Mechanical Failure,Minor
591,25-01-2023 14:00,Sunday,Afternoon,Pune,Auto,Dry,Rainy,Daylight,Overspeed,Minor
592,25-01-2023 15:00,Tuesday,Afternoon,Pune,Bike,Snow,Rainy,Dark - No Light,Mechanical Failure,Serious
593,25-01-2023 16:00,Tuesday,Morning,Bangalore,Cycle,Dry,Foggy,Daylight,Drunk Driving,Fatal
594,25-01-2023 17:00,Saturday,Morning,Kolkata,Bike,Damaged,Clear,Daylight,Wrong Turn,Minor
595,25-01-2023 18:00,Friday,Morning,Mumbai,Bus,Snow,Rainy,Dark - No Light,Drunk Driving,Serious
596,25-01-2023 19:00,Thursday,Night,Bangalore,Cycle,Snow,Foggy,Dark - No Light,Wrong Turn,Minor
597,25-01-2023 20:00,Tuesday,Morning,Pune,Car,Snow,Clear,Dark - No Light,Wrong Turn,Minor
598,25-01-2023 21:00,Thursday,Morning,Chennai,Car,Wet,Storm,Dark - Street Light,Mechanical Failure,Minor
599,25-01-2023 22:00,Sunday,Morning,Hyderabad,Truck,Wet,Rainy,Dark - No Light,Drunk Driving,Serious
600,25-01-2023 23:00,Tuesday,Morning,Bangalore,Bus,Dry,Clear,Dark - No Light,Drunk Driving,Fatal
601,26-01-2023 00:00,Tuesday,Evening,Kolkata,Truck,Snow,Rainy,Dark - No Light,Overspeed,Serious
602,26-01-2023 01:00,Wednesday,Night,Pune,Cycle,Damaged,Rainy,Daylight,Drunk Driving,Fatal
603,26-01-2023 02:00,Tuesday,Afternoon,Mumbai,Bus,Wet,Rainy,Daylight,Overspeed,Minor
604,26-01-2023 03:00,Monday,Morning,Pune,Auto,Damaged,Clear,Dark - Street Light,Signal Jump,Fatal
605,26-01-2023 04:00,Friday,Evening,Mumbai,Bike,Damaged,Foggy,Daylight,Signal Jump,Minor
606,26-01-2023 05:00,Friday,Evening,Bangalore,Auto,Wet,Clear,Dark - Street Light,Signal Jump,Minor
607,26-01-2023 06:00,Thursday,Evening,Mumbai,Cycle,Wet,Rainy,Daylight,Drunk Driving,Serious
608,26-01-2023 07:00,Sunday,Afternoon,Delhi,Bus,Wet,Clear,Dark - No Light,Drunk Driving,Minor
609,26-01-2023 08:00,Tuesday,Morning,Delhi,Cycle,Wet,Storm,Daylight,Overspeed,Serious
610,26-01-2023 09:00,Monday,Night,Delhi,Bike,Snow,Foggy,Dark - Street Light,Wrong Turn,Fatal
611,26-01-2023 10:00,Thursday,Night,Kolkata,Car,Snow,Clear,Daylight,Overspeed,Fatal
612,26-01-2023 11:00,Wednesday,Evening,Kolkata,Car,Snow,Storm,Dark - No Light,Signal Jump,Minor
613,26-01-2023 12:00,Thursday,Afternoon,Chennai,Cycle,Snow,Foggy,Dark - Street Light,Overspeed,Serious
614,26-01-2023 13:00,Thursday,Afternoon,Kolkata,Truck,Dry,Storm,Dark - No Light,Wrong Turn,Minor
615,26-01-2023 14:00,Tuesday,Afternoon,Bangalore,Bus,Snow,Foggy,Dark - No Light,Drunk Driving,Serious
616,26-01-2023 15:00,Wednesday,Night,Pune,Bus,Wet,Clear,Dark - Street Light,Overspeed,Serious
617,26-01-2023 16:00,Thursday,Evening,Pune,Car,Damaged,Storm,Dark - No Light,Signal Jump,Serious
618,26-01-2023 17:00,Monday,Morning,Chennai,Auto,Snow,Rainy,Dark - No Light,Signal Jump,Fatal
619,26-01-2023 18:00,Monday,Night,Kolkata,Bike,Dry,Storm,Daylight,Drunk Driving,Serious
620,26-01-2023 19:00,Friday,Evening,Mumbai,Auto,Wet,Foggy,Dark - No Light,Overspeed,Fatal
621,26-01-2023 20:00,Wednesday,Evening,Chennai,Auto,Damaged,Clear,Dark - No Light,Wrong Turn,Serious
622,26-01-2023 21:00,Wednesday,Morning,Mumbai,Cycle,Damaged,Foggy,Dark - No Light,Drunk Driving,Fatal
623,26-01-2023 22:00,Friday,Morning,Mumbai,Car,Snow,Storm,Dark - No Light,Overspeed,Fatal
624,26-01-2023 23:00,Thursday,Morning,Hyderabad,Car,Damaged,Storm,Dark - Street Light,Mechanical Failure,Fatal
625,27-01-2023 00:00,Wednesday,Afternoon,Pune,Car,Snow,Rainy,Daylight,Signal Jump,Minor
626,27-01-2023 01:00,Monday,Morning,Delhi,Cycle,Snow,Clear,Dark - No Light,Wrong Turn,Serious
627,27-01-2023 02:00,Monday,Evening,Kolkata,Truck,Wet,Clear,Dark - No Light,Wrong Turn,Minor
628,27-01-2023 03:00,Tuesday,Morning,Mumbai,Auto,Wet,Storm,Dark - Street Light,Wrong Turn,Serious
629,27-01-2023 04:00,Wednesday,Evening,Hyderabad,Cycle,Dry,Clear,Dark - No Light,Signal Jump,Serious
630,27-01-2023 05:00,Thursday,Night,Pune,Bus,Wet,Rainy,Dark - Street Light,Overspeed,Minor
631,27-01-2023 06:00,Friday,Afternoon,Delhi,Bike,Wet,Foggy,Daylight,Drunk Driving,Fatal
632,27-01-2023 07:00,Friday,Night,Mumbai,Truck,Snow,Clear,Daylight,Overspeed,Serious
633,27-01-2023 08:00,Thursday,Night,Mumbai,Bus,Wet,Storm,Dark - No Light,Drunk Driving,Fatal
634,27-01-2023 09:00,Sunday,Evening,Chennai,Auto,Snow,Foggy,Dark - No Light,Wrong Turn,Minor
635,27-01-2023 10:00,Saturday,Night,Chennai,Car,Snow,Foggy,Dark - No Light,Overspeed,Fatal
636,27-01-2023 11:00,Tuesday,Evening,Pune,Auto,Wet,Rainy,Dark - Street Light,Wrong Turn,Serious
637,27-01-2023 12:00,Friday,Morning,Delhi,Cycle,Dry,Storm,Dark - No Light,Mechanical Failure,Serious
638,27-01-2023 13:00,Wednesday,Morning,Mumbai,Bike,Dry,Clear,Dark - No Light,Wrong Turn,Serious
639,27-01-2023 14:00,Tuesday,Evening,Pune,Cycle,Damaged,Storm,Daylight,Wrong Turn,Minor
640,27-01-2023 15:00,Wednesday,Morning,Pune,Truck,Damaged,Foggy,Dark - No Light,Drunk Driving,Serious
641,27-01-2023 16:00,Sunday,Afternoon,Bangalore,Truck,Wet,Storm,Daylight,Mechanical Failure,Minor
642,27-01-2023 17:00,Monday,Night,Kolkata,Bike,Dry,Clear,Dark - No Light,Wrong Turn,Fatal
643,27-01-2023 18:00,Tuesday,Afternoon,Chennai,Bus,Snow,Clear,Daylight,Wrong Turn,Serious
644,27-01-2023 19:00,Friday,Night,Delhi,Bus,Damaged,Rainy,Dark - No Light,Mechanical Failure,Serious
645,27-01-2023 20:00,Tuesday,Morning,Mumbai,Truck,Snow,Clear,Daylight,Mechanical Failure,Serious
646,27-01-2023 21:00,Tuesday,Afternoon,Pune,Truck,Damaged,Clear,Dark - Street Light,Overspeed,Fatal
647,27-01-2023 22:00,Tuesday,Morning,Mumbai,Car,Wet,Storm,Daylight,Drunk Driving,Serious
648,27-01-2023 23:00,Saturday,Night,Bangalore,Bus,Dry,Storm,Daylight,Mechanical Failure,Minor
649,28-01-2023 00:00,Tuesday,Evening,Delhi,Bike,Damaged,Foggy,Daylight,Mechanical Failure,Fatal
650,28-01-2023 01:00,Wednesday,Evening,Pune,Bus,Dry,Rainy,Dark - No Light,Signal Jump,Fatal
651,28-01-2023 02:00,Monday,Afternoon,Mumbai,Car,Snow,Storm,Dark - No Light,Mechanical Failure,Fatal
652,28-01-2023 03:00,Sunday,Morning,Chennai,Cycle,Wet,Clear,Dark - No Light,Drunk Driving,Fatal
653,28-01-2023 04:00,Thursday,Morning,Kolkata,Truck,Dry,Foggy,Dark - Street Light,Wrong Turn,Fatal
654,28-01-2023 05:00,Tuesday,Afternoon,Bangalore,Truck,Wet,Storm,Dark - Street Light,Wrong Turn,Minor
655,28-01-2023 06:00,Friday,Evening,Delhi,Car,Dry,Rainy,Daylight,Wrong Turn,Fatal
656,28-01-2023 07:00,Tuesday,Night,Bangalore,Bike,Snow,Rainy,Dark - Street Light,Wrong Turn,Serious
657,28-01-2023 08:00,Friday,Afternoon,Chennai,Truck,Snow,Foggy,Daylight,Signal Jump,Fatal
658,28-01-2023 09:00,Wednesday,Night,Delhi,Auto,Wet,Foggy,Daylight,Mechanical Failure,Fatal
659,28-01-2023 10:00,Friday,Evening,Bangalore,Truck,Snow,Foggy,Daylight,Wrong Turn,Fatal
660,28-01-2023 11:00,Thursday,Morning,Hyderabad,Auto,Damaged,Foggy,Dark - Street Light,Overspeed,Fatal
661,28-01-2023 12:00,Monday,Evening,Chennai,Car,Dry,Foggy,Dark - No Light,Wrong Turn,Fatal
662,28-01-2023 13:00,Friday,Afternoon,Chennai,Car,Snow,Clear,Dark - Street Light,Mechanical Failure,Minor
663,28-01-2023 14:00,Friday,Morning,Chennai,Truck,Damaged,Clear,Daylight,Wrong Turn,Minor
664,28-01-2023 15:00,Monday,Afternoon,Hyderabad,Bus,Wet,Storm,Daylight,Signal Jump,Fatal
665,28-01-2023 16:00,Thursday,Afternoon,Hyderabad,Auto,Damaged,Rainy,Dark - Street Light,Drunk Driving,Minor
666,28-01-2023 17:00,Tuesday,Evening,Mumbai,Bike,Wet,Clear,Daylight,Drunk Driving,Serious
667,28-01-2023 18:00,Friday,Afternoon,Pune,Truck,Wet,Clear,Daylight,Mechanical Failure,Fatal
668,28-01-2023 19:00,Monday,Evening,Kolkata,Bike,Dry,Clear,Dark - Street Light,Drunk Driving,Serious
669,28-01-2023 20:00,Wednesday,Morning,Bangalore,Truck,Dry,Storm,Dark - Street Light,Drunk Driving,Serious
670,28-01-2023 21:00,Monday,Evening,Mumbai,Bus,Damaged,Foggy,Dark - Street Light,Overspeed,Fatal
671,28-01-2023 22:00,Wednesday,Morning,Bangalore,Bus,Dry,Storm,Daylight,Mechanical Failure,Serious
672,28-01-2023 23:00,Thursday,Evening,Kolkata,Bus,Dry,Rainy,Daylight,Mechanical Failure,Serious
673,29-01-2023 00:00,Tuesday,Night,Pune,Cycle,Dry,Rainy,Dark - No Light,Drunk Driving,Serious
674,29-01-2023 01:00,Monday,Night,Hyderabad,Bus,Damaged,Rainy,Dark - No Light,Drunk Driving,Fatal
675,29-01-2023 02:00,Sunday,Afternoon,Pune,Car,Snow,Rainy,Dark - Street Light,Drunk Driving,Fatal
676,29-01-2023 03:00,Sunday,Evening,Hyderabad,Car,Dry,Clear,Dark - No Light,Signal Jump,Serious
677,29-01-2023 04:00,Saturday,Evening,Kolkata,Cycle,Dry,Clear,Daylight,Wrong Turn,Fatal
678,29-01-2023 05:00,Friday,Morning,Pune,Auto,Damaged,Storm,Dark - No Light,Signal Jump,Fatal
679,29-01-2023 06:00,Thursday,Afternoon,Mumbai,Bike,Snow,Foggy,Daylight,Mechanical Failure,Serious
680,29-01-2023 07:00,Monday,Evening,Delhi,Truck,Dry,Rainy,Dark - Street Light,Overspeed,Fatal
681,29-01-2023 08:00,Sunday,Afternoon,Mumbai,Truck,Wet,Storm,Dark - Street Light,Wrong Turn,Minor
682,29-01-2023 09:00,Friday,Night,Bangalore,Cycle,Damaged,Clear,Daylight,Overspeed,Fatal
683,29-01-2023 10:00,Sunday,Evening,Mumbai,Car,Dry,Clear,Dark - No Light,Mechanical Failure,Minor
684,29-01-2023 11:00,Monday,Evening,Kolkata,Truck,Dry,Foggy,Dark - Street Light,Mechanical Failure,Serious
685,29-01-2023 12:00,Wednesday,Afternoon,Chennai,Car,Wet,Foggy,Dark - Street Light,Overspeed,Fatal
686,29-01-2023 13:00,Monday,Evening,Bangalore,Auto,Wet,Foggy,Dark - No Light,Overspeed,Serious
687,29-01-2023 14:00,Saturday,Afternoon,Pune,Bike,Damaged,Storm,Dark - No Light,Overspeed,Serious
688,29-01-2023 15:00,Monday,Evening,Bangalore,Auto,Damaged,Clear,Daylight,Mechanical Failure,Serious
689,29-01-2023 16:00,Monday,Morning,Delhi,Cycle,Wet,Clear,Dark - No Light,Drunk Driving,Serious
690,29-01-2023 17:00,Saturday,Afternoon,Hyderabad,Bus,Damaged,Foggy,Dark - No Light,Overspeed,Serious
691,29-01-2023 18:00,Thursday,Evening,Pune,Bus,Wet,Rainy,Dark - No Light,Wrong Turn,Fatal
692,29-01-2023 19:00,Monday,Night,Bangalore,Bus,Dry,Foggy,Daylight,Mechanical Failure,Minor
693,29-01-2023 20:00,Saturday,Evening,Pune,Auto,Wet,Storm,Daylight,Signal Jump,Fatal
694,29-01-2023 21:00,Friday,Night,Pune,Truck,Wet,Foggy,Dark - Street Light,Signal Jump,Fatal
695,29-01-2023 22:00,Wednesday,Night,Pune,Bike,Snow,Foggy,Daylight,Wrong Turn,Fatal
